,Open,High,Low,Close,Adj Close,Volume,Ticker,Date
0,22.149999618530273,23.100000381469727,21.200000762939453,23.0,23.0,2164500,6608.HK,2021-06-01
1,23.0,23.200000762939453,22.5,22.600000381469727,22.600000381469727,866500,6608.HK,2021-06-02
2,22.600000381469727,22.600000381469727,21.700000762939453,21.899999618530273,21.899999618530273,952000,6608.HK,2021-06-03
3,21.899999618530273,22.600000381469727,21.399999618530273,21.799999237060547,21.799999237060547,934000,6608.HK,2021-06-04
4,21.850000381469727,22.200000762939453,21.450000762939453,21.5,21.5,617000,6608.HK,2021-06-07
5,21.75,21.899999618530273,20.899999618530273,20.950000762939453,20.950000762939453,591000,6608.HK,2021-06-08
6,21.0,21.299999237060547,20.600000381469727,20.950000762939453,20.950000762939453,328000,6608.HK,2021-06-09
7,20.950000762939453,21.5,20.899999618530273,21.049999237060547,21.049999237060547,319000,6608.HK,2021-06-10
8,20.899999618530273,21.049999237060547,20.200000762939453,20.950000762939453,20.950000762939453,675500,6608.HK,2021-06-11
9,20.850000381469727,21.0,20.25,20.450000762939453,20.450000762939453,257500,6608.HK,2021-06-15
10,20.450000762939453,20.450000762939453,19.739999771118164,19.739999771118164,19.739999771118164,515500,6608.HK,2021-06-16
11,19.68000030517578,19.81999969482422,19.1200008392334,19.200000762939453,19.200000762939453,304000,6608.HK,2021-06-17
12,19.079999923706055,19.68000030517578,19.020000457763672,19.579999923706055,19.579999923706055,446000,6608.HK,2021-06-18
13,19.440000534057617,19.739999771118164,19.200000762939453,19.239999771118164,19.239999771118164,210000,6608.HK,2021-06-21
14,19.399999618530273,20.399999618530273,19.360000610351562,20.299999237060547,20.299999237060547,723000,6608.HK,2021-06-22
15,20.600000381469727,20.600000381469727,20.0,20.100000381469727,20.100000381469727,312500,6608.HK,2021-06-23
16,20.100000381469727,20.549999237060547,19.81999969482422,19.959999084472656,19.959999084472656,191500,6608.HK,2021-06-24
17,19.899999618530273,20.5,19.84000015258789,20.049999237060547,20.049999237060547,251500,6608.HK,2021-06-25
18,20.0,21.0,19.920000076293945,20.899999618530273,20.899999618530273,637500,6608.HK,2021-06-28
19,20.899999618530273,21.399999618530273,20.899999618530273,21.149999618530273,21.149999618530273,586234,6608.HK,2021-06-29
20,21.100000381469727,21.100000381469727,20.600000381469727,20.649999618530273,20.649999618530273,335000,6608.HK,2021-06-30
21,20.649999618530273,20.649999618530273,19.799999237060547,19.899999618530273,19.899999618530273,401500,6608.HK,2021-07-02
22,19.899999618530273,19.940000534057617,19.15999984741211,19.18000030517578,19.18000030517578,235500,6608.HK,2021-07-05
23,19.18000030517578,19.559999465942383,18.65999984741211,18.899999618530273,18.899999618530273,344500,6608.HK,2021-07-06
24,19.260000228881836,19.260000228881836,18.600000381469727,18.940000534057617,18.940000534057617,206898,6608.HK,2021-07-07
25,18.940000534057617,19.260000228881836,18.5,18.639999389648438,18.639999389648438,326500,6608.HK,2021-07-08
26,18.6200008392334,19.1200008392334,18.399999618530273,18.959999084472656,18.959999084472656,432500,6608.HK,2021-07-09
27,19.0,19.540000915527344,18.959999084472656,19.5,19.5,315000,6608.HK,2021-07-12
28,19.5,19.5,19.040000915527344,19.139999389648438,19.139999389648438,297000,6608.HK,2021-07-13
29,18.899999618530273,19.479999542236328,18.899999618530273,19.040000915527344,19.040000915527344,123500,6608.HK,2021-07-14
30,19.040000915527344,19.260000228881836,18.739999771118164,18.799999237060547,18.799999237060547,359500,6608.HK,2021-07-15
31,18.799999237060547,18.799999237060547,18.520000457763672,18.579999923706055,18.579999923706055,234000,6608.HK,2021-07-16
32,18.65999984741211,18.920000076293945,18.100000381469727,18.299999237060547,18.299999237060547,426000,6608.HK,2021-07-19
33,18.299999237060547,18.299999237060547,17.780000686645508,17.899999618530273,17.899999618530273,319000,6608.HK,2021-07-20
34,18.3799991607666,18.3799991607666,17.84000015258789,17.959999084472656,17.959999084472656,144105,6608.HK,2021-07-21
35,17.959999084472656,18.3799991607666,17.860000610351562,18.040000915527344,18.040000915527344,238000,6608.HK,2021-07-22
36,17.899999618530273,18.18000030517578,17.700000762939453,17.719999313354492,17.719999313354492,186605,6608.HK,2021-07-23
37,17.719999313354492,17.5,15.779999732971191,15.779999732971191,15.779999732971191,947000,6608.HK,2021-07-26
38,15.819999694824219,15.819999694824219,12.119999885559082,12.359999656677246,12.359999656677246,2773000,6608.HK,2021-07-27
39,12.34000015258789,12.5600004196167,11.739999771118164,11.920000076293945,11.920000076293945,726000,6608.HK,2021-07-28
40,12.220000267028809,13.760000228881836,12.220000267028809,13.720000267028809,13.720000267028809,956102,6608.HK,2021-07-29
41,13.720000267028809,13.720000267028809,12.640000343322754,12.880000114440918,12.880000114440918,545000,6608.HK,2021-07-30
